A,18135.32588,10833.25695
A,12319.28264,9362.33431
A,9223.06179,12121.17044
A,3035.00289,13651.95977
A,17891.84375,14833.82027
A,7452.78609,14022.75125
A,17120.37204,7415.01899
A,4828.2373,16527.18109
A,18140.40893,15288.63952
A,2254.15597,17794.42829
A,15786.65387,6142.87125
A,8339.41659,9488.92068
A,14845.65431,7029.3155
A,1653.75644,13208.8049
A,2887.206,10183.45088
A,13459.46614,5226.5273
A,17623.21443,7110.64227
A,15229.47662,10940.94344
A,18130.44576,13806.49745
A,17997.52061,56.12216
A,6131.28824,13902.94339
A,12831.98309,15200.18131
A,16087.55183,11068.96108
A,9525.68131,19108.17719
A,986.45208,7189.43609
A,4072.18888,8428.18205
A,4449.27131,8632.06819
A,4566.37563,15869.30153
A,9237.75107,9345.75045
A,9885.65316,6629.43892
A,7195.04825,6579.25607
A,5831.91039,9887.1648
A,6344.08977,12689.46335
A,19372.37299,11671.04307
A,17119.37276,14809.7192
A,13212.55906,11489.25029
A,1605.70195,3066.2814
A,10111.18736,11872.27178
A,7165.00238,17590.06787
A,9220.2715,7329.85601
A,19011.22724,14754.23724
A,15152.75292,7213.30868
A,15015.46497,3836.34031
A,4586.84519,5593.54642
A,10452.67298,16774.01745
A,4905.80981,494.15338
A,414.98326,5707.36931
A,14726.1517,4689.97262
A,3246.2832,15664.30144
A,17098.20075,769.52361
A,19641.73585,13094.24278
A,2761.75285,14261.75138
A,8936.09964,4818.7237
A,13041.85983,10389.32206
A,6623.09932,16571.36453
A,9812.00226,2339.83668
A,5317.7386,15449.83647
A,3377.73383,11971.95937
A,15103.27656,16395.35019
A,18258.46621,7462.56835
A,8634.65772,9271.19302
A,11525.35313,16635.60503
A,1362.46223,129.76024
A,18677.2582,19606.32455
A,17910.94572,17955.41912
A,8033.51305,19823.17119
A,11897.44956,16467.4193
A,16149.62579,18736.47165
A,18364.4093,19471.89702
A,14025.28675,16041.58182
A,5555.33004,17844.8092
A,16652.87735,4815.03757
A,15854.4859,6359.43451
A,16958.33021,8846.64621
A,4538.68636,9399.78912
A,19233.49139,18093.29549
A,19322.25789,6024.03544
A,6888.19184,17401.58794
A,13763.43635,6875.63592
A,4665.99885,13524.18967
A,13173.59582,18141.6443
A,6444.09959,5941.03861
A,13007.22161,11039.15278
A,16295.97375,18101.28959
A,6554.21179,19236.49153
A,12724.43081,7455.05971
A,11302.00375,11190.33705
A,13786.22725,4980.70506
A,11477.14422,9514.40026
A,14306.83862,17942.49487
A,18031.26019,15341.86245
A,5444.04116,3188.14094
A,6752.95619,2034.18709
A,11579.74231,2544.71659
A,10180.93931,9651.36035
A,9855.03327,6761.03604
A,9669.67267,19292.01619
A,13599.64995,19887.57136
A,192.07588,14676.25791
A,2518.99379,12137.45786
A,2388.23361,7301.34014
